# x1 	 x2 	 clase 
-1.43854877821	0.570132960326	 1
5.77620475349	-0.0938036181769	 1
2.39291765618	4.96763836785	 1
3.20944940277	0.575423379232	 1
2.85172066307	0.094375518998	 1
-0.463001242265	2.80248295497	 1
3.40927344746	0.581184783946	 1
4.04212347494	2.1974178133	 1
1.3967971043	3.63918364817	 1
0.9700550368	5.29725852884	 1
0.533371497169	3.23819466077	 1
3.51552653838	1.85289205978	 1
2.38751682369	2.01159265919	 1
2.42719190116	3.9066967541	 1
6.14260831183	2.81387100799	 1
2.67108908765	-0.710064334556	 1
1.27829842302	1.31762439023	 1
1.05464608784	4.8053959803	 1
-0.745745839936	6.19446704257	 1
0.318969410801	5.084963154	 1
-0.122023686956	0.0324886485321	 1
3.86333468433	0.838512205114	 1
0.248505242509	6.16968149848	 1
0.743109798654	6.10240857223	 1
-2.40076425412	6.3675340721	 1
7.02187005484	-1.32582815208	 1
4.47547244857	2.18360622669	 1
0.329124928343	2.93564751089	 1
5.05716465184	-1.6178898492	 1
1.99146881021	5.65355664733	 1
-0.854703473441	2.01915943438	 1
-0.0110453919267	7.0576334549	 1
3.75426026278	5.03726379825	 1
4.93906923069	0.86619021411	 1
-3.18079244054	4.6222354828	 1
1.15507786619	2.44390108636	 1
0.0120430638114	5.93323422155	 1
-0.613005978503	2.23702049093	 1
2.0981113038	6.3981724065	 1
-0.341842080503	1.88936669999	 1
4.07136960415	2.72285964841	 1
-1.97377950377	2.18756113285	 1
3.90621193084	3.71778867109	 1
4.93768739605	-0.901534210648	 1
6.34186964444	-0.482101461093	 1
3.71507042672	1.28290765367	 1
-1.61924523325	6.45972328604	 1
1.40727164014	5.03844514067	 1
-0.313489046121	1.77272346179	 1
4.07762550628	2.50843883989	 1
3.88253580789	0.792100914481	 1
2.74409088249	1.72646189821	 1
-1.02472178594	1.94996768279	 1
3.55125990949	1.29279993705	 1
1.42688879018	2.75416999377	 1
3.04246807816	3.18884225022	 1
-0.558447861792	5.81224811927	 1
3.4380460159	0.481444703721	 1
1.57585336192	5.67024162255	 1
2.06820635117	2.16499543741	 1
4.1657594024	3.13032471035	 1
3.01404241569	3.59418220867	 1
5.82662754146	-0.156828980469	 1
3.49312468792	2.31828926454	 1
1.31131783741	0.552304668551	 1
3.13934692607	2.93086956392	 1
0.936751931885	2.11783677046	 1
2.36390490885	0.524807330813	 1
-3.63524078282	6.33804867207	 1
3.53607336261	1.03614015972	 1
1.29084673044	2.83180403828	 1
2.56948800918	4.42949990229	 1
-2.79146470565	9.2137540979	 1
2.11786213589	1.43730496809	 1
5.25995769442	2.0182791214	 1
0.942789383345	0.893759859493	 1
2.92582863193	1.75400579533	 1
5.36616340542	0.412938027764	 1
0.526719963183	1.51074217089	 1
4.04804867647	2.97137099784	 1
1.27528590469	1.82936792003	 1
0.177343878952	3.59382839293	 1
1.27198424298	4.13604125751	 1
1.19073227126	5.88011249279	 1
4.95958204751	2.02094671913	 1
3.29252928091	2.62038283786	 1
3.46223687682	1.52620774838	 1
-0.677770235806	2.70471066556	 1
-1.41105676081	3.57150569909	 1
2.01086157339	5.0418063734	 1
4.39106198919	0.671455395479	 1
0.904148536743	3.70643330022	 1
-0.155797706552	3.32788079249	 1
3.68001855939	0.307815119971	 1
3.44803853099	1.09820537225	 1
6.52742092186	1.1923435665	 1
3.52987291999	0.9931224947	 1
1.23718647651	7.33283705773	 1
0.83361718865	-0.705594969691	 1
1.12152433542	1.57849332557	 1
2.99100673495	4.60612586081	 1
1.38704070389	4.30175653023	 1
-0.851369226442	2.88785086096	 1
-0.0583476710984	4.06966699245	 1
2.49395293861	1.5588910558	 1
0.160285463715	2.16520838589	 1
5.49491392816	3.32246579241	 1
0.769935315181	1.22526124753	 1
1.92060557406	5.96466699907	 1
4.80744528659	4.76864743148	 1
-0.743420111814	5.3690726267	 1
6.58355252736	0.762946018799	 1
0.261874839052	7.56748025209	 1
6.29620624551	0.102143367585	 1
3.54115358392	1.13646530433	 1
2.72040603338	0.598002788242	 1
-1.99835386269	7.06257947111	 1
-1.47028777905	7.28990505834	 1
-0.437283923352	2.5434145141	 1
1.99888061447	3.98098195898	 1
3.02618074702	3.05485676448	 1
-1.55624878999	7.94125776951	 1
4.26919802913	4.21868737431	 1
-1.4044331763	3.45828325274	 1
-0.175954344807	3.29483330029	 1
2.45899316943	2.504130817	 1
0.0161865785646	3.68868597426	 1
0.556984447724	7.168130432	 1
0.936894016075	2.64342056935	 1
3.75180359052	2.90242817871	 1
3.54560952284	2.06714195277	 1
3.37042579559	3.64076447862	 1
3.26998255843	3.10205182049	 1
2.09727402664	3.61987868988	 1
-1.04507283551	3.59908134444	 1
-0.492218107977	1.36013435778	 1
2.95056020443	1.95806503673	 1
-3.95202411994	6.90316077806	 1
4.25658652354	-0.480126413019	 1
-1.11770353518	9.15013136957	 1
1.88421938566	2.17230706842	 1
3.1338240276	3.22041033342	 1
0.889298667787	5.8747439893	 1
1.98753427443	2.05545242613	 1
1.36632996333	4.63399789315	 1
0.297810848135	0.0575341143658	 1
-0.130734198329	3.93345288518	 1
0.64070327969	2.99947605049	 1
4.49400508924	3.12565030634	 1
0.233381095	3.37010284601	 1
2.37876030179	4.64280359711	 1
4.93780698916	0.555398959809	 1
-0.601845597743	6.23572922994	 1
-1.09354308722	3.59397338687	 1
4.08740032916	5.75805391974	 1
-0.606921426036	3.8194560636	 1
0.637773819431	4.96854734729	 1
5.37419498887	4.18259039035	 1
2.90474502068	2.99740253693	 1
1.01783110946	1.83871582471	 1
0.535181805933	3.71021497486	 1
1.28766871231	4.63560744305	 1
1.40340469246	3.78145940607	 1
1.75068809298	3.62189263985	 1
1.34326219847	3.71459025308	 1
0.687151683777	3.67137430486	 1
1.969605965	2.07337572513	 1
-0.240570305616	3.33410385544	 1
4.73928061021	3.52118694824	 1
6.51595335961	1.13225290466	 1
0.578645615836	2.14941929055	 1
1.00757357069	4.71219975962	 1
2.47282374656	0.970398969191	 1
-1.02420111882	7.53430584365	 1
0.728153118425	3.60922735814	 1
3.31887418532	1.21211616815	 1
5.63161661278	3.54996613514	 1
3.38399503352	1.66973511878	 1
3.95687538261	0.254452884361	 1
0.350889406961	0.431302508842	 1
-1.12534513436	5.95652288654	 1
5.04094082035	2.27199672812	 1
-1.06312688999	1.03122117429	 1
-0.17529141303	7.36701304771	 1
4.67597946151	0.504536622599	 1
2.54872713784	0.440142522235	 1
0.361853644483	4.6568499623	 1
3.52150975317	0.158027925048	 1
3.72598114326	4.41489610819	 1
3.05757045617	1.23349209362	 1
1.0251039498	0.100833851027	 1
-0.0757469352762	2.14905627775	 1
0.128818035179	4.53483377722	 1
1.18462582565	-0.166149737155	 1
4.2193595156	1.70035144626	 1
2.65443016138	1.43626151335	 1
6.32317513071	2.85311583792	 1
1.08484955051	3.75717286599	 1
2.9839047352	0.550280359321	 1
10.2262167636	0.78252712282	 1
0.817116025121	3.54655315205	 1
6.65171413584	0.206414455603	 1
3.44568939285	1.48923431604	 1
5.43240902284	1.15481351872	 1
3.79439602211	1.55920500575	 1
0.962286186547	3.04837885614	 1
8.04020561546	3.23441176484	 1
0.285794735488	4.753914116	 1
2.64408152645	2.17339357962	 1
6.11239466597	5.36401914162	 1
5.16614346588	2.23516601963	 1
-0.824492986144	4.67051000954	 1
1.90005210592	3.9133950681	 1
